Airline.Status,Age,Gender,Price.Sensitivity,Flights.Per.Year,Loyalty,Type.of.Travel,Eating.and.Drinking.at.Airport,Class,Partner.Code,Origin.State,Destination.State,Arrival.Delay.in.Minutes,Flight.cancelled,Flight.time.in.minutes,Customer.Type
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Business,DL,Georgia,Oklahoma,Short_Delay,No,Short_Flights,Promoter
Silver,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,MQ,Florida,Florida,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Business,WN,Minnesota,Wisconsin,Short_Delay,No,Long_Flights,Promoter
Silver,Old,Female,1,Frq_Fly,Negative,Business travel,151orMore,Eco Plus,WN,Texas,Louisiana,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco,MQ,Illinois,Michigan,Short_Delay,No,Long_Flights,Promoter
Silver,Old,Female,1,Frq_Fly,Positive,Business travel,50orLess,Eco Plus,US,Arizona,Michigan,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,EV,Texas,Louisiana,Short_Delay,No,Long_Flights,Detractor
Silver,Old,Male,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,OO,Wyoming,Colorado,Short_Delay,No,Long_Flights,Promoter
Silver,Old,Female,1,Frq_Fly,Positive,Personal Travel,151orMore,Eco,B6,Puerto Rico,Florida,Short_Delay,No,Short_Flights,Passive
Blue,Old,Male,0,Frq_Fly,Negative,Business travel,50orLess,Business,DL,Georgia,Florida,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,AS,Washington,Washington,Short_Delay,No,Long_Flights,Promoter
Gold,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,OU,Texas,Oregon,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,VX,New York,California,Long_Delay,No,Long_Flights,Passive
Blue,Old,Female,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,US,Washington,Arizona,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Male,1,Frq_Fly,Negative,Personal Travel,151orMore,Eco,WN,Florida,Alabama,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,DL,Georgia,South Carolina,Long_Delay,No,Long_Flights,Detractor
Silver,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,WN,Texas,Georgia,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,2,Frq_Fly,Negative,Mileage tickets,151orMore,Eco Plus,OO,Arizona,California,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,2,Non_Frq_Fly,Negative,Mileage tickets,50orLess,Eco,WN,Texas,Georgia,Short_Delay,Yes,Long_Flights,Passive
Blue,Old,Male,1,Frq_Fly,Negative,Business travel,50orLess,Eco,AS,California,Hawaii,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,WN,Arizona,California,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,EV,Florida,Virginia,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Frq_Fly,Negative,Business travel,151orMore,Eco,EV,Alabama,Texas,Short_Delay,No,Long_Flights,Detractor
Platinum,Old,Male,1,Frq_Fly,Positive,Business travel,50orLess,Eco,DL,Arizona,Utah,Short_Delay,No,Long_Flights,Detractor
Silver,Old,Female,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,EV,Georgia,Georgia,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco Plus,US,Pennsylvania,Maryland,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco,WN,Texas,Texas,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Frq_Fly,Positive,Mileage tickets,50orLess,Eco Plus,US,California,Arizona,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,2,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,US,Florida,North Carolina,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,1,Non_Frq_Fly,Positive,Mileage tickets,50orLess,Eco Plus,OU,New York,California,Long_Delay,No,Long_Flights,Passive
Platinum,Old,Female,1,Frq_Fly,Negative,Business travel,50orLess,Business,OO,California,Arizona,Short_Delay,No,Long_Flights,Promoter
Gold,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,WN,Georgia,Florida,Long_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Frq_Fly,Negative,Business travel,50orLess,Eco,DL,Missouri,Georgia,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Positive,Mileage tickets,50orLess,Eco,DL,Pennsylvania,Minnesota,Short_Delay,No,Short_Flights,Passive
Blue,Old,Female,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,WN,New York,Florida,Long_Delay,No,Short_Flights,Detractor
Gold,Old,Female,1,Frq_Fly,Negative,Business travel,50orLess,Eco Plus,AA,Texas,Illinois,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,2,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,WN,Colorado,Texas,Short_Delay,No,Short_Flights,Detractor
Silver,Old,Female,1,Non_Frq_Fly,Positive,Personal Travel,50orLess,Eco,US,Massachusetts,Arizona,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Non_Frq_Fly,Positive,Mileage tickets,50orLess,Eco,AA,Texas,Florida,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,US,Arizona,California,Short_Delay,No,Long_Flights,Passive
Gold,Old,Male,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,EV,Texas,Arkansas,Short_Delay,No,Long_Flights,Detractor
Gold,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,F9,Oklahoma,Colorado,Short_Delay,No,Long_Flights,Detractor
Silver,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco Plus,WN,Missouri,Wisconsin,Short_Delay,No,Long_Flights,Passive
Gold,Old,Female,1,Frq_Fly,Negative,Business travel,151orMore,Business,DL,Georgia,Virginia,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,2,Frq_Fly,Negative,Mileage tickets,151orMore,Eco,AA,California,Illinois,Short_Delay,No,Short_Flights,Passive
Blue,Old,Female,1,Frq_Fly,Positive,Personal Travel,151orMore,Eco,US,California,Arizona,Short_Delay,No,Long_Flights,Detractor
Gold,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,US,Florida,Virginia,Long_Delay,No,Short_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco Plus,WN,Nevada,Texas,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Positive,Business travel,50orLess,Eco,WN,Arizona,New Mexico,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Frq_Fly,Negative,Business travel,50orLess,Eco,WN,Nevada,California,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,OO,Colorado,Arkansas,Short_Delay,No,Long_Flights,Promoter
Gold,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,DL,Ohio,Georgia,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,2,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,OO,Nevada,California,Short_Delay,No,Long_Flights,Detractor
Gold,Old,Male,1,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,DL,Georgia,California,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,1,Frq_Fly,Positive,Business travel,50orLess,Eco,AS,California,Hawaii,Short_Delay,No,Long_Flights,Promoter
Silver,Old,Male,1,Frq_Fly,Positive,Business travel,151orMore,Eco,MQ,New York,North Carolina,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Positive,Business travel,151orMore,Eco,OU,Maryland,Colorado,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,151orMore,Eco,B6,New York,New York,Short_Delay,No,Long_Flights,Passive
Silver,Old,Male,2,Frq_Fly,Positive,Business travel,151orMore,Eco,DL,Florida,Georgia,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,50orLess,Business,AS,Washington,Texas,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,EV,New York,Virginia,Short_Delay,No,Long_Flights,Detractor
Silver,Old,Female,1,Frq_Fly,Positive,Business travel,151orMore,Business,WN,Michigan,Colorado,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,WN,New York,Wisconsin,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Male,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,EV,Michigan,Arkansas,Short_Delay,No,Short_Flights,Detractor
Silver,Old,Female,2,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,FL,Georgia,Pennsylvania,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,151orMore,Business,EV,Texas,Oklahoma,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,1,Frq_Fly,Negative,Mileage tickets,151orMore,Eco,EV,Illinois,Michigan,Short_Delay,No,Long_Flights,Detractor
Platinum,Old,Male,1,Frq_Fly,Positive,Mileage tickets,50orLess,Eco,WN,Arizona,Texas,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,US,Arizona,Missouri,Short_Delay,No,Short_Flights,Passive
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,AA,Texas,Illinois,Short_Delay,No,Short_Flights,Detractor
Silver,Old,Female,1,Non_Frq_Fly,Positive,Personal Travel,50orLess,Eco Plus,OO,Arizona,California,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,2,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco,OU,Texas,Florida,Long_Delay,No,Short_Flights,Detractor
Blue,Old,Female,0,Frq_Fly,Negative,Personal Travel,50orLess,Eco,OU,Maryland,Illinois,Short_Delay,No,Short_Flights,Passive
Silver,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,OU,Texas,California,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Frq_Fly,Positive,Personal Travel,151orMore,Eco,AS,California,Washington,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Female,1,Frq_Fly,Positive,Business travel,151orMore,Eco,WN,Texas,Arizona,Short_Delay,No,Short_Flights,Passive
Blue,Old,Female,1,Non_Frq_Fly,Negative,Mileage tickets,50orLess,Eco Plus,AA,Florida,New York,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Male,2,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,EV,Colorado,Texas,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,2,Non_Frq_Fly,Positive,Business travel,151orMore,Eco Plus,AA,Minnesota,Illinois,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco Plus,B6,New York,Massachusetts,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco Plus,AS,Washington,California,Long_Delay,No,Short_Flights,Detractor
Silver,Old,Female,2,Non_Frq_Fly,Positive,Business travel,151orMore,Eco,WN,Nevada,Illinois,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,2,Frq_Fly,Negative,Mileage tickets,50orLess,Business,F9,North Dakota,Colorado,Short_Delay,No,Short_Flights,Passive
Silver,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,DL,Oregon,Michigan,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Non_Frq_Fly,Positive,Business travel,151orMore,Eco,OO,Illinois,Wisconsin,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Business,DL,Minnesota,Georgia,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Male,2,Non_Frq_Fly,Positive,Business travel,151orMore,Eco,OU,Pennsylvania,California,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,MQ,Wisconsin,Illinois,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,151orMore,Eco,FL,Florida,Georgia,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco,DL,California,Utah,Long_Delay,No,Long_Flights,Detractor
Platinum,Old,Male,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,WN,South Carolina,Maryland,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,US,Nevada,Virginia,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Positive,Mileage tickets,50orLess,Eco,EV,Georgia,Texas,Short_Delay,No,Short_Flights,Passive
Gold,Old,Male,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,AA,Florida,Virginia,Short_Delay,No,Short_Flights,Detractor
Silver,Old,Female,0,Frq_Fly,Positive,Business travel,50orLess,Eco Plus,B6,Florida,Puerto Rico,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,DL,Georgia,Nevada,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,US,North Carolina,Pennsylvania,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,2,Frq_Fly,Positive,Business travel,151orMore,Eco Plus,AA,Minnesota,Illinois,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Frq_Fly,Negative,Personal Travel,151orMore,Eco,WN,Florida,Illinois,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,DL,Georgia,Texas,Short_Delay,No,Short_Flights,Passive
Silver,Old,Female,1,Frq_Fly,Positive,Business travel,50orLess,Eco,OU,Illinois,California,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,OO,Oregon,Utah,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Frq_Fly,Negative,Business travel,50orLess,Eco,OO,Washington,Oregon,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,2,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,DL,Oklahoma,Georgia,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,WN,Arizona,California,Short_Delay,No,Long_Flights,Passive
Platinum,Old,Male,1,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco Plus,US,New York,North Carolina,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,2,Frq_Fly,Negative,Mileage tickets,50orLess,Eco,WN,Arizona,New Mexico,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,1,Non_Frq_Fly,Negative,Mileage tickets,151orMore,Business,WN,Colorado,California,Long_Delay,No,Short_Flights,Promoter
Silver,Old,Male,2,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,MQ,Illinois,Indiana,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Positive,Personal Travel,50orLess,Eco,EV,Utah,Colorado,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Positive,Personal Travel,151orMore,Eco,AS,California,Hawaii,Short_Delay,No,Long_Flights,Passive
Platinum,Old,Male,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,EV,Illinois,North Carolina,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,2,Non_Frq_Fly,Negative,Business travel,151orMore,Eco Plus,AS,Massachusetts,Washington,Short_Delay,No,Long_Flights,Passive
Silver,Old,Female,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,MQ,Connecticut,Illinois,Short_Delay,No,Short_Flights,Passive
Silver,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,DL,Georgia,California,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Frq_Fly,Negative,Business travel,50orLess,Eco,EV,Louisiana,Texas,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,OU,California,New York,Short_Delay,No,Long_Flights,Detractor
Silver,Old,Female,1,Frq_Fly,Negative,Business travel,151orMore,Eco,F9,Colorado,Arizona,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Frq_Fly,Negative,Personal Travel,151orMore,Eco,EV,Georgia,Alabama,Short_Delay,No,Long_Flights,Detractor
Silver,Old,Female,0,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,WN,New Mexico,Colorado,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Negative,Mileage tickets,151orMore,Eco,US,Arizona,California,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,OU,Nevada,Illinois,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Male,1,Non_Frq_Fly,Positive,Business travel,50orLess,Business,WN,Florida,New York,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Male,0,Frq_Fly,Negative,Business travel,50orLess,Eco Plus,WN,Missouri,Colorado,Short_Delay,No,Short_Flights,Detractor
Gold,Old,Male,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,OU,Pennsylvania,Illinois,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Negative,Business travel,50orLess,Eco Plus,US,North Carolina,Florida,Short_Delay,Yes,Long_Flights,Passive
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,151orMore,Eco,B6,Massachusetts,California,Short_Delay,No,Long_Flights,Detractor
Silver,Old,Male,1,Non_Frq_Fly,Positive,Business travel,151orMore,Eco,DL,Georgia,Virginia,Long_Delay,No,Long_Flights,Passive
Silver,Old,Female,1,Frq_Fly,Negative,Business travel,151orMore,Eco,B6,New York,Texas,Short_Delay,No,Long_Flights,Passive
Silver,Old,Female,2,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,WN,Maryland,Florida,Long_Delay,No,Short_Flights,Promoter
Silver,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,EV,Texas,Texas,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,WN,California,California,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,2,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco,US,Arizona,Maryland,Short_Delay,No,Long_Flights,Detractor
Silver,Old,Male,2,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,MQ,Wisconsin,Illinois,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,2,Non_Frq_Fly,Positive,Mileage tickets,151orMore,Eco,OO,Minnesota,Wisconsin,Short_Delay,No,Long_Flights,Detractor
Gold,Old,Male,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,OO,California,Arizona,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,FL,Georgia,Texas,Short_Delay,No,Short_Flights,Promoter
Platinum,Old,Female,2,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,US,Pennsylvania,Massachusetts,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Frq_Fly,Negative,Business travel,50orLess,Eco,EV,Texas,Oklahoma,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,1,Frq_Fly,Negative,Personal Travel,151orMore,Eco,DL,Michigan,Virginia,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,AA,California,Nevada,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,2,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,OU,Illinois,New York,Short_Delay,No,Long_Flights,Passive
Gold,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Business,MQ,North Carolina,Illinois,Short_Delay,No,Short_Flights,Passive
Platinum,Old,Male,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,DL,Alaska,Minnesota,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,MQ,Michigan,Illinois,Long_Delay,No,Long_Flights,Detractor
Blue,Old,Female,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,AA,Florida,Florida,Short_Delay,No,Long_Flights,Passive
Gold,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,DL,Georgia,Florida,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Frq_Fly,Negative,Mileage tickets,50orLess,Eco,WN,Arizona,Nevada,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,MQ,Pennsylvania,New York,Long_Delay,No,Long_Flights,Passive
Blue,Old,Male,2,Frq_Fly,Negative,Business travel,50orLess,Eco,EV,Georgia,Georgia,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,2,Frq_Fly,Positive,Business travel,151orMore,Eco Plus,AA,Illinois,Pennsylvania,Long_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,WN,Illinois,Arkansas,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,1,Non_Frq_Fly,Positive,Business travel,151orMore,Business,AS,Illinois,Washington,Short_Delay,No,Long_Flights,Promoter
Silver,Old,Female,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,OO,Arkansas,Texas,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,OU,Colorado,Florida,Short_Delay,No,Short_Flights,Promoter
Silver,Old,Female,1,Frq_Fly,Negative,Business travel,50orLess,Eco,OU,Pennsylvania,Texas,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,DL,Michigan,Georgia,Short_Delay,No,Long_Flights,Passive
Gold,Old,Female,1,Non_Frq_Fly,Positive,Business travel,151orMore,Eco,OO,Utah,Montana,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,F9,Utah,Colorado,Long_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Positive,Personal Travel,151orMore,Eco,B6,Massachusetts,Florida,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Male,2,Frq_Fly,Negative,Business travel,50orLess,Eco,MQ,Indiana,Illinois,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,3,Non_Frq_Fly,Positive,Personal Travel,50orLess,Eco,FL,Minnesota,Georgia,Short_Delay,No,Short_Flights,Detractor
Silver,Old,Male,1,Frq_Fly,Positive,Business travel,50orLess,Eco,B6,Illinois,New York,Long_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Positive,Business travel,50orLess,Eco,AA,Florida,Connecticut,Short_Delay,No,Short_Flights,Passive
Platinum,Old,Male,1,Frq_Fly,Positive,Business travel,50orLess,Eco,OU,California,New York,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,OO,California,California,Long_Delay,No,Long_Flights,Passive
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,AA,Florida,Connecticut,Long_Delay,No,Short_Flights,Detractor
Blue,Old,Female,2,Non_Frq_Fly,Positive,Business travel,50orLess,Eco Plus,WN,Washington,Arizona,Short_Delay,No,Short_Flights,Passive
Blue,Old,Male,1,Frq_Fly,Negative,Business travel,50orLess,Eco,EV,Louisiana,Texas,Long_Delay,No,Long_Flights,Passive
Blue,Old,Female,2,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,WN,Oklahoma,Missouri,Short_Delay,No,Long_Flights,Detractor
Silver,Old,Male,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,WN,Texas,Louisiana,Short_Delay,Yes,Long_Flights,Passive
Gold,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,OU,Colorado,Texas,Short_Delay,No,Short_Flights,Promoter
Silver,Old,Male,1,Frq_Fly,Negative,Business travel,50orLess,Eco,OU,Colorado,California,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Male,2,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,OO,Colorado,North Dakota,Short_Delay,No,Long_Flights,Passive
Gold,Old,Female,1,Non_Frq_Fly,Positive,Business travel,151orMore,Eco,EV,Michigan,Illinois,Short_Delay,No,Long_Flights,Detractor
Platinum,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,AA,Florida,Arizona,Short_Delay,No,Long_Flights,Passive
Silver,Old,Female,2,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,DL,Michigan,New York,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,EV,Illinois,Michigan,Short_Delay,No,Long_Flights,Detractor
Silver,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,B6,New York,Puerto Rico,Short_Delay,No,Long_Flights,Promoter
Silver,Old,Male,1,Frq_Fly,Positive,Business travel,151orMore,Eco,OO,Utah,Idaho,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,US,Puerto Rico,Pennsylvania,Short_Delay,No,Long_Flights,Promoter
Platinum,Old,Male,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,MQ,Illinois,Ohio,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,2,Frq_Fly,Positive,Personal Travel,50orLess,Eco Plus,WN,Illinois,Texas,Short_Delay,No,Short_Flights,Detractor
Silver,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,WN,Indiana,Maryland,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Frq_Fly,Negative,Business travel,50orLess,Eco,OU,California,Texas,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,WN,California,Arizona,Short_Delay,No,Long_Flights,Promoter
Gold,Old,Male,0,Frq_Fly,Negative,Business travel,151orMore,Eco,DL,California,Florida,Short_Delay,No,Long_Flights,Promoter
